name,region,type,en_name,kr_name,x,y,z
Node_Crim_RedsandHelmhole,Crimson,monster_lair,Redsand Helmhole,붉은모래 투구굴,-5777.00,674.00,-718.00
Node_Crim_HotsandHelmhole,Crimson,monster_lair,Hotsand Helmhole,,-4965.00,666.00,-539.00
Node_Crim_BatiharVillage,Crimson,village,Batihar Village,,-5414.00,669.00,-550.00
Node_Crim_SuramahdBazaar,Crimson,market,Suramahd Bazaar,,-5808.00,676.00,-131.00
Node_Crim_StompsandFortRuins,Crimson,fort,Stompsand Fort Ruins,,-5129.00,517.00,-1716.00
Node_Crim_StompsandCamp,Crimson,camp,Stompsand Camp,,-5019.00,493.00,-1921.00
Node_Crim_FallenAbyss,Crimson,abyss_poi,Fallen Abyss,추락한 어비스,-6495.00,679.00,-776.00
Node_Crim_RedMountainFort,Crimson,fort,Red Mountain Fort,,808.00,816.00,812.00
Node_Crim_DawnMoonBase,Crimson,poi,Dawn Moon Base,,-5275.00,674.00,-803.00
Node_Crim_TimewornRuins,Crimson,ruins,Timeworn Ruins,세월의 유적,-4720.00,605.00,-1022.00
Node_Crim_RuinsExcavation,Crimson,ruins,Ruins Excavation,유적 발굴지,-4243.00,616.00,-809.00
Node_Crim_DesertWells,Crimson,water,Desert Wells,,-4176.00,669.00,-1156.00
Node_Crim_Watchtower_I,Crimson,tower,Watchtower I,,-5103.00,672.00,-1203.00
Node_Crim_FortManub,Crimson,fort,Fort Manub,마누브 요새,884.00,888.00,10752.01
Node_Crim_DuzharVillage,Crimson,village,Duzhar Village,,-5405.00,668.00,-863.00
Node_Crim_NahabVillage,Crimson,village,Nahab Village,,-5239.00,661.00,-1024.00
Node_Crim_Watchtower_V,Crimson,tower,Watchtower V,,-5584.00,656.00,-943.00
Node_Crim_DesolateStoneAltar,Crimson,shrine,Desolate Stone Altar,,-4535.00,661.00,177.00
Node_Crim_IsvatuFortress,Crimson,fort,Isvatu Fortress,,-6630.00,653.00,-1095.00
Node_Crim_Watchtower_VI,Crimson,tower,Watchtower VI,,-6689.00,635.00,-1128.00
Node_Crim_HyenaDen,Crimson,monster_lair,Hyena Den,하이에나 소굴,-5651.00,568.00,-1172.00
Node_Crim_FlowingSandVillage,Crimson,village,Flowing Sand Village,,-4209.00,681.00,-401.00
Node_Crim_SkinCollectorHideout,Crimson,monster_lair,Skin Collector Hideout,,-3725.00,568.00,-1223.00
Node_Crim_WildflowerSprings,Crimson,water,Wildflower Springs,,-3414.00,607.00,-836.00
Node_Crim_HangmanPass,Crimson,landmark,Hangman Pass,,-4215.00,602.00,-1459.00
Node_Crim_SandsweptRuins,Crimson,ruins,Sandswept Ruins,모래에 휩쓸린 폐허,-3795.00,591.00,-1082.00
Node_Crim_GiantTotem,Crimson,totem,Giant Totem,거대토템,-5067.00,491.00,-2024.00
Node_Crim_SkullstoneTotem,Crimson,totem,Skullstone Totem,두개골 토템,-5148.00,491.00,-2062.00
Node_Crim_FossilhornTotem,Crimson,totem,Fossilhorn Totem,화석뿔 토템,-5203.00,492.00,-1927.00
Node_Crim_ShadowdeepForest,Crimson,forest,Shadowdeep Forest,,-4715.00,560.00,-1588.00
Node_Crim_Watchtower_II,Crimson,tower,Watchtower II,,-4751.00,599.00,-1703.00
Node_Crim_Dig_Site_WatchTower,Crimson,tower,Dig Site Watch Tower,,-4411.00,570.00,-1602.00
Node_Crim_JungleScoutCamp,Crimson,camp,Jungle Scout Camp,,-4406.00,553.00,-1648.00
Node_Crim_GiantsYardForwardCamp,Crimson,camp,Giants Yard Forward Camp,,11008.00,900.00,4480.01
Node_Crim_Crimson_River_Cliff_WatchTower,Crimson,tower,Crimson River Cliff Watch Tower,,-4651.00,552.00,-2129.00
Node_Crim_KurmaniRedtree,Crimson,poi,Kurmani Redtree,,-4737.00,479.00,-2233.00
Node_Crim_ShadowcliffWatchCamp,Crimson,camp,Shadow Cliff Watch Camp,그림자 절벽 감시 캠프,-4597.00,523.00,-2255.00
Node_Crim_BursadaCastleRuins,Crimson,castle,Bursada Castle Ruins,부르사다 폐성터,-4398.00,482.00,-2301.00
Node_Crim_BursadaTempleRuins,Crimson,ruins,Bursada Temple Ruins,부르사다 사원터,-4452.00,464.00,-2377.00
Node_Crim_JungleEye_WatchTower,Crimson,tower,Jungle Eye Watch Tower,,-4397.00,553.00,-2082.00
Node_Crim_Emerald_Cliff_WatchTower,Crimson,tower,Emerald Cliff Watch Tower,,-4486.00,474.00,-2601.00
Node_Crim_GiantsYardReasearch_WatchTower,Crimson,tower,Giants Yard Reasearch Watch Tower,,-4822.00,457.00,-2622.00
Node_Crim_GiantsYardResearchSite,Crimson,research,Giants Yard Research Site,,-4843.00,445.00,-2712.00
Node_Crim_GiantsYardExtractionCamp,Crimson,camp,Giants Yard Extraction Camp,,-5051.00,451.00,-2534.00
Node_Crim_DryRiver,Crimson,water,Dry River,,-4896.00,442.00,-2580.00
Node_Her_SunsetVillage,Hernand,village,Sunset Village,,-11329.00,747.00,-7012.00
Node_Her_ReedField,Hernand,poi,Reed Field,,-11239.00,826.00,-6089.00
Node_Cal_HohenmarkRuins,Calphade,ruins,Hohenmark Ruins,,-12663.00,1030.00,-2907.00
Node_Her_IcemoorCastleRuins,Hernand,castle,Icemoor Castle Ruins,아이스무어 폐성터,-11961.00,998.00,-3188.00
Node_Her_Bloodstained_House,Hernand,house,Bloodstained House,,-10228.00,582.00,-4897.00
Node_Her_IsolatedCabin,Hernand,house,Isolated Cabin,,-12674.00,918.00,-3922.00
Node_Her_BridlefernFarm,Hernand,farm,Bridlefern Farm,,-9644.00,680.00,-2107.00
Node_Her_Saddlecap,Hernand,poi,Saddlecap,,-9586.00,692.00,-2223.00
Node_Her_StoneTowerVillage,Hernand,village,Stone Tower Village,,-10591.00,714.00,-3093.00
Node_Her_FrozenSoulTomb,Hernand,tomb,Frozen Soul Tomb,,-12644.00,960.00,-3340.00
Node_Kwe_Gate_0000,Kweiden,gate,Gate 0000,,-11553.00,692.00,-1327.00
Node_Kwe_StellenManor,Kweiden,manor,Stellen Manor,스텔렌 저택,-9427.00,648.00,-1373.00
Node_Dem_ForgottenRuins,Demeniss,ruins,Forgotten Ruins,,-8981.00,566.00,-3529.00
Node_Dem_SickForest,Demeniss,forest,Sick Forest,,-8581.00,514.00,-3924.00
Node_Dem_Shipwreck_0005,Demeniss,shipwreck,Shipwreck 0005,,-8287.00,352.00,-5035.00
Node_Neut_SnakeTailGate,Neutral,gate,Snaketail Gate,뱀꼬리 관문,-5727.00,508.00,-4380.00
Node_Del_MorvaneBridge,Delesyia,bridge,Morvane Bridge,모르베인 다리,-4887.00,367.00,-3425.00
Node_Crim_VarniaGate,Crimson,gate,Varnia Gate,바르니아 관문,-3938.00,629.00,2807.00
Node_Crim_Sandtopia,Crimson,poi,Sandtopia,,-4551.00,646.00,3050.00
Node_Crim_RockPoolCluster,Crimson,water,Rock Pool Cluster,,-3817.00,590.00,2948.00
Node_Her_CarriageWorkshop_00,Hernand,workshop,Carriage Workshop 00,,-9836.00,537.00,-4300.00
Node_Dem_CarriageWorkshop_00,Demeniss,workshop,Carriage Workshop 00,,-9211.00,592.00,-3359.00
Node_Crim_CarriageWorkshop_00,Crimson,workshop,Carriage Workshop 00,,-5451.00,529.00,-1633.00
Node_Her_BrokenGate,Hernand,gate,Broken Gate,,-11742.00,659.00,-5363.00
Node_Her_MechanicCabin,Hernand,house,Mechanic Cabin,,-11701.00,801.00,-3841.00
Node_Her_ForestCabin,Hernand,forest,Forest Cabin,,-8018.00,554.00,-1717.00
Node_Her_ThinkersMeadow,Hernand,poi,Thinker's Meadow,사색가의 뜰,-10381.00,619.00,-4503.00
Node_Her_RestArea_0119,Hernand,rest_area,Rest Area 0119,,-9728.00,656.00,-1097.00
Node_Her_WhiteMountainOutpost,Hernand,outpost,White Mountain Outpost,,-11829.00,739.00,-2805.00
Node_Her_WhiteMountainScoutCamp,Hernand,camp,White Mountain Scout Camp,,-12305.00,886.00,-2981.00
Node_Her_GreenFieldCliffCamp,Hernand,camp,Green Field Cliff Camp,,-9388.00,594.00,-4649.00
Node_Dem_DemArmyScoutCamp,Demeniss,camp,Dem Army Scout Camp,,-6307.00,541.00,-2252.00
Node_Her_North_WatchTower,Hernand,tower,North Watch Tower,,-10873.00,742.00,-2934.00
Node_Her_SnowMountain_WatchTower,Hernand,tower,Snow Mountain Watch Tower,,-12532.00,956.00,-2491.00
Node_Del_Watchtower_II,Delesyia,tower,Watchtower II,,-5385.00,470.00,-2916.00
Node_Del_BenusMountain_WatchTower,Delesyia,tower,Benus Mountain Watch Tower,,-4158.00,573.00,-5205.00
Node_Her_RaidersBase,Hernand,poi,Raiders Base,,-9578.00,618.00,-3698.00
Node_Hernand_Bandit_I,Unknown,poi,Bandit I,,-9707.00,616.00,-3605.00
Node_Her_DrakefallBanditCamp,Hernand,camp,Drakefall Bandit Camp,,-9807.00,696.00,-1634.00
Node_Her_ArboriaBanditCamp,Hernand,camp,Arboria Bandit Camp,,-9816.00,675.00,-2206.00
Node_Her_MountainAreaBanditCamp,Hernand,camp,Mountain Area Bandit Camp,,-11818.00,807.00,-3763.00
Node_Her_ShadowforestBanditCamp,Hernand,camp,Shadowforest Bandit Camp,,-11311.00,698.00,-3720.00
Node_Her_RoccaHillBanditCamp,Hernand,camp,Rocca Hill Bandit Camp,,-10334.00,604.00,-3564.00
Node_Her_AnvilRiversideBanditCamp,Hernand,camp,Anvil Riverside Bandit Camp,모루 강변 도적 캠프,-10141.00,548.00,-3965.00
Node_Her_SunrisePlainBanditCamp_I,Hernand,camp,Sunrise Plain Bandit Camp I,,-10659.00,630.00,-4828.00
Node_Her_FoggyWindBanditCamp,Hernand,camp,Foggy Wind Bandit Camp,,-11277.00,619.00,-4927.00
Node_Her_RiverTerraceBanditCamp,Hernand,camp,River Terrace Bandit Camp,,-9600.00,567.00,-4304.00
Node_Her_RiverTerraceBanditCamp_I,Hernand,camp,River Terrace Bandit Camp I,,-9367.00,590.00,-3765.00
Node_Her_AnvilHillBanditCamp,Hernand,camp,Anvil Hill Bandit Camp,모루언덕 도적 캠프,-9454.00,625.00,-3489.00
Node_Her_RoccaHillBanditCamp_I,Hernand,camp,Rocca Hill Bandit Camp I,,-9998.00,617.00,-3244.00
Node_Her_HowlingHillCamp,Hernand,camp,Howling Hill Camp,늑대언덕 주둔지,-11279.00,818.00,-3083.00
Node_Her_GreenFieldHillyAreaCamp,Hernand,camp,Green Field Hilly Area Camp,,-9582.00,552.00,-5038.00
Node_Her_GreenFieldThiefCamp,Hernand,camp,Green Field Thief Camp,,-9296.00,566.00,-5303.00
Node_Her_GreenHillThiefCamp,Hernand,camp,Green Hill Thief Camp,,-9351.00,584.00,-5331.00
Node_Her_SteelMountainsCamp,Hernand,camp,Steel Mountains Camp,강철산맥 캠프,-9475.00,676.00,-5785.00
Node_Her_SouthernDeepForestCamp,Hernand,camp,Southern Deep Forest Camp,,-11176.00,656.00,-4146.00
Node_Her_SunrisePlainBanditCamp,Hernand,camp,Sunrise Plain Bandit Camp,,-11043.00,611.00,-5024.00
Node_Her_WhiteMountainBanditCamp,Hernand,camp,White Mountain Bandit Camp,,-12697.00,1176.00,-3459.00
Node_Her_EastGoblinCamp,Hernand,camp,East Goblin Camp,,-9788.00,631.00,-5826.00
Node_Dem_BanditCamp_I,Demeniss,camp,Bandit Camp I,,-8774.00,503.00,-4658.00
Node_Dem_BanditCamp_II,Demeniss,camp,Bandit Camp II,,-8371.00,465.00,-4513.00
Node_Dem_BanditCamp_III,Demeniss,camp,Bandit Camp III,,-8093.00,430.00,-4168.00
Node_Dem_BanditCamp_IV,Demeniss,camp,Bandit Camp IV,,-8968.00,513.00,-4865.00
Node_Dem_SouthendCamp,Demeniss,camp,Southend Camp,,-7566.00,411.00,-5481.00
Node_Dem_CrescentCamp,Demeniss,camp,Crescent Camp,초승달 캠프,-8617.00,595.00,-1895.00
Node_Del_BanditCamp_I,Delesyia,camp,Bandit Camp I,,-3323.00,401.00,-5182.00
Node_Del_BanditCamp_II,Delesyia,camp,Bandit Camp II,,-4734.00,399.00,-4777.00
Node_Del_BanditCamp_III,Delesyia,camp,Bandit Camp III,,-6302.00,472.00,-4860.00
Node_Kwe_BanditCamp_I,Kweiden,camp,Bandit Camp I,,-9766.00,679.00,-834.00
Node_Kwe_BanditCamp_II,Kweiden,camp,Bandit Camp II,,-9960.00,695.00,-524.00
Node_Kwe_BanditCamp_III,Kweiden,camp,Bandit Camp III,,-9650.00,639.00,-1014.00
Node_Kwe_BanditCamp_IV,Kweiden,camp,Bandit Camp IV,,-10265.00,669.00,-1008.00
Node_Kwe_BanditCamp_V,Kweiden,camp,Bandit Camp V,,-9816.00,707.00,683.00
Node_Kwe_BanditCamp_VI,Kweiden,camp,Bandit Camp VI,,-9493.00,645.00,959.00
Node_Kwe_BanditCamp_VIII,Kweiden,camp,Bandit Camp VIII,,-11902.00,707.00,-1195.00
Node_Kwe_BanditCamp_IX,Kweiden,camp,Bandit Camp IX,,-11502.00,717.00,-858.00
Node_Kwe_PitfallCamp,Kweiden,camp,Pitfall Camp,함정 구덩이 캠프,-10632.00,687.00,955.00
Node_Crim_BanditCamp_I,Crimson,camp,Bandit Camp I,,-6336.00,682.00,-680.00
Node_Crim_BanditCamp_II,Crimson,camp,Bandit Camp II,,-6545.00,600.00,-1145.00
Node_Crim_BanditCamp_III,Crimson,camp,Bandit Camp III,,-5720.00,677.00,-760.00
Node_Crim_BanditCamp_IV,Crimson,camp,Bandit Camp IV,,-5037.00,691.00,1366.00
Node_Crim_BanditCamp_VI,Crimson,camp,Bandit Camp VI,,-4766.00,655.00,-651.00
Node_Crim_BanditCamp_VII,Crimson,camp,Bandit Camp VII,,-3831.00,654.00,-617.00
Node_Crim_BanditCamp_VIII,Crimson,camp,Bandit Camp VIII,,-4759.00,567.00,-1554.00
Node_Crim_BanditCamp_IX,Crimson,camp,Bandit Camp IX,,-5248.00,566.00,-1310.00
Node_Crim_BanditCamp_X,Crimson,camp,Bandit Camp X,,-6253.00,705.00,-572.00
Node_Crim_BanditCamp_XI,Crimson,camp,Bandit Camp XI,,-6445.00,723.00,391.00
Node_Crim_BanditCamp_XII,Crimson,camp,Bandit Camp XII,,-6200.00,515.00,-2017.00
Node_Crim_BanditCamp_XIII,Crimson,camp,Bandit Camp XIII,,-6406.00,555.00,-1341.00
Node_Crim_BanditCamp_XIV,Crimson,camp,Bandit Camp XIV,,-4603.00,524.00,-1997.00
Node_Crim_KhafijahrCamp,Crimson,camp,Khafi-jahr Camp,카히자르 캠프,-7186.00,668.00,-369.00
Node_Crim_GhadirjahrCamp,Crimson,camp,Ghadir-jahr Camp,가디자르 캠프,-6902.00,669.00,-454.00
Node_Crim_QudimjahrCamp,Crimson,camp,Qudim-jahr Camp,쿠디자르 캠프,-6674.00,669.00,-512.00
Node_Crim_YalwijahrCamp,Crimson,camp,Yalwi-jahr Camp,얄위자르 캠프,-6503.00,673.00,-519.00
Node_Crim_ShiqarjahrCamp,Crimson,camp,Shiqar-jahr Camp,시크자르 캠프,-6278.00,675.00,-434.00
Node_Crim_SakhajahrCamp,Crimson,camp,Sakha-jahr Camp,사칼자르 캠프,-6061.00,661.00,-370.00
Node_Crim_BaisunjahrCamp,Crimson,camp,Baisun-jahr Camp,바이순자르 캠프,-6075.00,656.00,-145.00
Node_Crim_AsaharamCamp,Crimson,camp,Asaha-ram Camp,아사하람 캠프,-5744.00,691.00,567.00
Node_Crim_KuhteramCamp,Crimson,camp,Kuhte-ram Camp,쿠테람 캠프,-5983.00,659.00,490.00
Node_Crim_HariyahramCamp,Crimson,camp,Hariyah-ram Camp,하리야람 캠프,-5373.00,699.00,796.00
Node_Crim_KharatiramCamp,Crimson,camp,Kharati-ram Camp,카라티람 캠프,-5601.00,689.00,359.00
Node_Crim_MakharamCamp,Crimson,camp,Makha-ram Camp,마칼람 캠프,-6035.00,677.00,276.00
Node_Crim_IguanaHatchery,Crimson,monster_lair,Iguana Hatchery,이구아나 부화장,-5950.00,665.00,298.00
Node_Her_AbandonedCabin_I,Hernand,house,Abandoned Cabin I,,-9398.00,477.00,-6290.00
Node_Her_AbandonedCabin_II,Hernand,house,Abandoned Cabin II,,-9778.00,497.00,-6111.00
Node_Her_AbandonedCabin_III,Hernand,house,Abandoned Cabin III,,-10876.00,605.00,-6492.00
Node_Her_AbandonedCabin_IV,Hernand,house,Abandoned Cabin IV,,-11061.00,713.00,-6504.00
Node_Her_AbandonedCabin_V,Hernand,house,Abandoned Cabin V,,-9681.00,633.00,-5580.00
Node_Her_AbandonedCabin_VI,Hernand,house,Abandoned Cabin VI,,-10428.00,785.00,-1942.00
Node_Her_AbandonedCabin_VII,Hernand,house,Abandoned Cabin VII,,-12908.00,962.00,-5673.00
Node_Her_AbandonedCabin_VIII,Hernand,house,Abandoned Cabin VIII,,-10849.00,561.00,-5808.00
Node_Dem_AbandonedCabin_I,Demeniss,house,Abandoned Cabin I,,-7207.00,406.00,-3910.00
Node_Dem_AbandonedCabin_II,Demeniss,house,Abandoned Cabin II,,-7463.00,431.00,-5400.00
Node_Dem_AbandonedCabin_III,Demeniss,house,Abandoned Cabin III,,-7964.00,440.00,-4293.00
Node_Dem_AbandonedCabin_IV,Demeniss,house,Abandoned Cabin IV,,-8464.00,403.00,-6179.00
Node_Dem_AbandonedCabin_V,Demeniss,house,Abandoned Cabin V,,-8713.00,380.00,-6320.00
Node_Dem_AbandonedCabin_VI,Demeniss,house,Abandoned Cabin VI,,-5888.00,516.00,-2682.00
Node_Dem_AbandonedCabin_VII,Demeniss,house,Abandoned Cabin VII,,-7140.00,549.00,-2369.00
Node_Dem_AbandonedCabin_VIII,Demeniss,house,Abandoned Cabin VIII,,-6735.00,472.00,-2945.00
Node_Del_AbandonedCabin_I,Delesyia,house,Abandoned Cabin I,,-3236.00,440.00,-5679.00
Node_Del_AbandonedCabin_II,Delesyia,house,Abandoned Cabin II,,-3750.00,379.00,-6074.00
Node_Del_AbandonedCabin_III,Delesyia,house,Abandoned Cabin III,,-4155.00,470.00,-5591.00
Node_Del_AbandonedCabin_IV,Delesyia,house,Abandoned Cabin IV,,-6104.00,510.00,-5282.00
Node_Del_AbandonedCabin_V,Delesyia,house,Abandoned Cabin V,,-6322.00,501.00,-5427.00
Node_Del_AbandonedCabin_VI,Delesyia,house,Abandoned Cabin VI,,-6176.00,438.00,-5466.00
Node_Del_AbandonedCabin_VII,Delesyia,house,Abandoned Cabin VII,,-7070.00,413.00,-4941.00
Node_Del_AbandonedCabin_VIII,Delesyia,house,Abandoned Cabin VIII,,-3253.00,383.00,-5136.00
Node_Her_TorchlightCabin,Hernand,house,Torchlight Cabin,토치라이트 오두막,-10840.00,716.00,-3501.00
Node_Her_MudreachCabin,Hernand,house,Mudreach Cabin,,-9869.00,565.00,-4911.00
Node_Her_TwinCloverCabin,Hernand,house,Twin Clover Cabin,,-11355.00,627.00,-4751.00
Node_Her_FordCabin,Hernand,house,Ford Cabin,여울목 오두막,-10381.00,682.00,-2710.00
Node_Her_WetFogCabin,Hernand,house,Wet Fog Cabin,,-12173.00,739.00,-1831.00
Node_Dem_StormwaveCliff,Demeniss,landmark,Stormwave Cliff,,-8033.00,521.00,-5812.00
Node_Dem_KingMountainHollow,Demeniss,landmark,King Mountain Hollow,,-9339.00,686.00,-1566.00
Node_Dem_SlantedFishingDock,Demeniss,harbor,Slanted Fishing Dock,,-8008.00,551.00,-1825.00
Node_Del_BenusCabin,Delesyia,house,Benus Cabin,베누스 오두막,-3908.00,518.00,-5303.00
Node_Del_WoodRockCabin,Delesyia,house,Woodrock Cabin,우드락 오두막,-6104.00,541.00,-5021.00
Node_Kwe_ShadowedOverlook,Kweiden,poi,Shadowed Overlook,,-9388.00,696.00,-229.00
Node_Kwe_WhisperwoodCabin,Kweiden,house,Whisperwood Cabin,,-9496.00,632.00,-359.00
Node_Kwe_WhitegreenSummit,Kweiden,poi,Whitegreen Summit,,-10923.00,893.00,-1278.00
Node_Kwe_TreeshadeCabin,Kweiden,house,Treeshade Cabin,,-11369.00,746.00,-358.00
Node_Kwe_WhisperingCabin,Kweiden,house,Whispering Cabin,,-9715.00,658.00,1034.00
Node_Kwe_SwampFishingDock,Kweiden,harbor,Swamp Fishing Dock,,-11640.00,710.00,-945.00
Node_Crim_MossvaleCabin,Crimson,house,Mossvale Cabin,,-11410.00,754.00,577.00
Node_Crim_SeabreezeCabin,Crimson,house,Seabreeze Cabin,,-4372.00,403.00,-3082.00
Node_Her_SnowingCabin,Hernand,house,Snowing Cabin,,-12997.00,1209.00,-4665.00
Node_Her_SilentLodgeCabin,Hernand,house,Silent Lodge Cabin,,-10515.00,610.00,-4610.00
Node_Her_CliffHideout,Hernand,monster_lair,Cliff Hideout,,-9534.00,631.00,-1681.00
Node_Dem_WaterFallFishingDock,Demeniss,harbor,Water Fall Fishing Dock,,-7507.00,497.00,-2946.00
Node_Del_VenusRiversideCabin,Delesyia,water,Venus Riverside Cabin,,-4657.00,391.00,-4625.00
Node_Her_Shipwreck_0001,Hernand,shipwreck,Shipwreck 0001,,-10073.00,358.00,-6079.00
Node_Her_Shipwreck_0002,Hernand,shipwreck,Shipwreck 0002,,-10666.00,353.00,-6372.00
Node_Her_Shipwreck_0003,Hernand,shipwreck,Shipwreck 0003,,-10409.00,352.00,-6458.00
Node_Her_Shipwreck_0004,Hernand,shipwreck,Shipwreck 0004,,-12411.00,982.00,-4084.00
Node_Dem_Shipwreck_0001,Demeniss,shipwreck,Shipwreck 0001,,-6811.00,351.00,-3911.00
Node_Dem_Shipwreck_0002,Demeniss,shipwreck,Shipwreck 0002,,-7064.00,352.00,-4242.00
Node_Dem_Shipwreck_0003,Demeniss,shipwreck,Shipwreck 0003,,-7630.00,351.00,-5109.00
Node_Dem_Shipwreck_0004,Demeniss,shipwreck,Shipwreck 0004,,-8037.00,350.00,-5302.00
Node_Dem_Shipwreck_0006,Demeniss,shipwreck,Shipwreck 0006,,-7923.00,351.00,-4805.00
Node_Dem_Shipwreck_0007,Demeniss,shipwreck,Shipwreck 0007,,-7818.00,350.00,-5979.00
Node_Dem_Shipwreck_0008,Demeniss,shipwreck,Shipwreck 0008,,-8820.00,351.00,-6350.00
Node_Del_Shipwreck_0001,Delesyia,shipwreck,Shipwreck 0001,,-4643.00,351.00,-3581.00
Node_Del_Shipwreck_0002,Delesyia,shipwreck,Shipwreck 0002,,-5217.00,350.00,-3371.00
Node_Del_Shipwreck_0003,Delesyia,shipwreck,Shipwreck 0003,,-4894.00,351.00,-3672.00
Node_Del_Shipwreck_0004,Delesyia,shipwreck,Shipwreck 0004,,-4141.00,351.00,-4440.00
Node_Del_Shipwreck_0005,Delesyia,shipwreck,Shipwreck 0005,,-3710.00,351.00,-4713.00
Node_Del_Shipwreck_0006,Delesyia,shipwreck,Shipwreck 0006,,-3627.00,351.00,-4760.00
Node_Del_Shipwreck_0007,Delesyia,shipwreck,Shipwreck 0007,,-3181.00,350.00,-5153.00
Node_Del_Shipwreck_0008,Delesyia,shipwreck,Shipwreck 0008,,-2874.00,353.00,-4698.00
Node_Del_Shipwreck_0009,Delesyia,shipwreck,Shipwreck 0009,,-3384.00,350.00,-5865.00
Node_Del_Shipwreck_0010,Delesyia,shipwreck,Shipwreck 0010,,-4814.00,354.00,-5437.00
Node_Del_Shipwreck_0011,Delesyia,shipwreck,Shipwreck 0011,,-7043.00,351.00,-5173.00
Node_Del_Shipwreck_0012,Delesyia,shipwreck,Shipwreck 0012,,-6972.00,355.00,-5837.00
Node_Del_Shipwreck_0014,Delesyia,shipwreck,Shipwreck 0014,,-6970.00,352.00,-4817.00
Node_Crim_Shipwreck_0001,Crimson,shipwreck,Shipwreck 0001,,-4373.00,665.00,1877.00
Node_Her_MysticlifeFalls,Hernand,poi,Mysticlife Falls,,-10608.00,761.00,-1373.00
Node_Dem_SouthernDivineTree,Demeniss,poi,Southern Divine Tree,,-7747.00,445.00,-5326.00
Node_Dem_WindpulleyHeights,Demeniss,poi,Windpulley Heights,,-9084.00,623.00,-5013.00
Node_Kwe_ForestRing,Kweiden,forest,Forest Ring,,-9733.00,621.00,-476.00
Node_Kwe_SanctuaryoftheWhiteLand,Kweiden,poi,Sanctuaryofthe White Land,,-11782.00,822.00,950.00
Node_Kwe_DennRiverPath,Kweiden,water,Denn River Path,,-9896.00,643.00,1079.00
Node_Crim_Ashen_Crevasse,Crimson,landmark,Ashen Crevasse,,-3985.00,687.00,-260.00
Node_Crim_Ringrock_Hollow,Crimson,landmark,Ringrock Hollow,,-4785.00,625.00,403.00
Node_Crim_Azure_Paradise,Crimson,landmark,Azure Paradise,,-4136.00,624.00,996.00
Node_Crim_Merchant_Oasis,Crimson,oasis,Merchant Oasis,,-4785.00,674.00,1569.00
Node_Her_AncientRuins_0001,Hernand,ruins,Ancient Ruins 0001,,-11351.00,810.00,-3024.00
Node_Her_AncientRuins_0002,Hernand,ruins,Ancient Ruins 0002,,-11385.00,704.00,-3802.00
Node_Her_AncientRuins_0003,Hernand,ruins,Ancient Ruins 0003,,-9264.00,539.00,-4311.00
Node_Her_AncientRuins_0004,Hernand,ruins,Ancient Ruins 0004,,-9675.00,714.00,-1796.00
Node_Her_AncientRuins_0005,Hernand,ruins,Ancient Ruins 0005,,-10513.00,614.00,-5409.00
Node_Her_AncientRuins_0006,Hernand,ruins,Ancient Ruins 0006,,-10117.00,692.00,-2638.00
Node_Dem_AncientRuins_0007,Demeniss,ruins,Ancient Ruins 0007,,-9027.00,480.00,-5164.00
Node_Her_AncientRuins_0008,Hernand,ruins,Ancient Ruins 0008,,-9597.00,646.00,-5755.00
Node_Her_AncientRuins_0009,Hernand,ruins,Ancient Ruins 0009,,-12089.00,740.00,-2220.00
Node_Her_AncientRuins_0010,Hernand,ruins,Ancient Ruins 0010,,-12330.00,792.00,-1596.00
Node_Del_AncientRuins_0011,Delesyia,ruins,Ancient Ruins 0011,,-6793.00,400.00,-4663.00
Node_Dem_AncientRuins_0012,Demeniss,ruins,Ancient Ruins 0012,,-7221.00,418.00,-4373.00
Node_Del_AncientRuins_0013,Delesyia,ruins,Ancient Ruins 0013,,-4855.00,379.00,-3225.00
Node_Del_AncientRuins_0014,Delesyia,ruins,Ancient Ruins 0014,,-3931.00,427.00,-4882.00
Node_Del_AncientRuins_0015,Delesyia,ruins,Ancient Ruins 0015,,-3936.00,501.00,-5409.00
Node_Del_AncientRuins_0016,Delesyia,ruins,Ancient Ruins 0016,,-4529.00,404.00,-3214.00
Node_Kwe_AncientRuins_0017,Kweiden,ruins,Ancient Ruins 0017,,-9190.00,703.00,372.00
Node_Kwe_AncientRuins_0019,Kweiden,ruins,Ancient Ruins 0019,,-11494.00,755.00,890.00
Node_Del_AncientRuins_0020,Delesyia,ruins,Ancient Ruins 0020,,-5344.00,413.00,-3080.00
Node_Dem_AncientRuins_0021,Demeniss,ruins,Ancient Ruins 0021,,-8510.00,539.00,-2490.00
Node_Del_AncientRuins_0022,Delesyia,ruins,Ancient Ruins 0022,,-3528.00,412.00,-5318.00
Node_Her_AncientRuins_0023,Hernand,ruins,Ancient Ruins 0023,,-11336.00,634.00,-4295.00
Node_Her_AncientRuins_0024,Hernand,ruins,Ancient Ruins 0024,,-11528.00,649.00,-5359.00
Node_Dem_AncientRuins_0025,Demeniss,ruins,Ancient Ruins 0025,,-8414.00,592.00,-1564.00
Node_Kwe_AncientRuins_0026,Kweiden,ruins,Ancient Ruins 0026,,-10580.00,853.00,-517.00
Node_Crim_AncientRuins_0027,Crimson,ruins,Ancient Ruins 0027,,-4614.00,497.00,-2079.00
Node_Del_AncientRuins_0029,Delesyia,ruins,Ancient Ruins 0029,,-6321.00,519.00,-5062.00
