source,type_id,name,x,y,z
actionpointinfo,0x7124,LevelActionPoint_Sector_m08_m04_697_Action_Common_AvoidRain,-8001.32,529.20,-3314.91
actionpointinfo,0x7125,LevelActionPoint_Sector_m08_m04_698_Action_Common_AvoidRain,-7912.06,534.50,-3407.31
actionpointinfo,0x7126,LevelActionPoint_Sector_m08_m04_699_Action_Common_AvoidRain,-8020.84,530.96,-3346.63
actionpointinfo,0x7127,LevelActionPoint_Sector_m08_m04_700_Action_Common_AvoidRain,-8019.78,530.96,-3346.56
actionpointinfo,0x7128,LevelActionPoint_Sector_m08_m04_701_Action_Common_AvoidRain,-8046.09,531.74,-3348.35
actionpointinfo,0x7129,LevelActionPoint_Sector_m08_m04_702_Action_Common_AvoidRain,-8035.93,531.54,-3322.96
actionpointinfo,0x712A,LevelActionPoint_Sector_m08_m04_703_Action_Common_AvoidRain,-8076.88,529.80,-3324.90
actionpointinfo,0x712B,LevelActionPoint_Sector_m08_m04_704_Action_Common_AvoidRain,-8104.32,529.28,-3334.33
actionpointinfo,0x712C,LevelActionPoint_Sector_m08_m04_705_Action_Common_AvoidRain,-7911.24,534.52,-3407.56
actionpointinfo,0x712D,LevelActionPoint_Sector_m08_m04_706_Action_Common_AvoidRain,-8104.38,529.29,-3335.34
actionpointinfo,0x712E,LevelActionPoint_Sector_m08_m04_707_Action_Common_AvoidRain,-8150.32,523.83,-3353.83
actionpointinfo,0x712F,LevelActionPoint_Sector_m08_m04_708_Action_Common_AvoidRain,-8095.76,528.40,-3288.30
actionpointinfo,0x71BB,LevelActionPoint_Sector_m08_m04_709_Action_Common_AvoidRain,-8096.91,528.40,-3288.72
actionpointinfo,0x71BC,LevelActionPoint_Sector_m08_m04_710_Action_Common_AvoidRain,-7962.72,540.79,-3420.46
actionpointinfo,0x71BD,LevelActionPoint_Sector_m08_m04_711_Action_Common_AvoidRain,-7953.44,540.70,-3414.78
actionpointinfo,0x71BF,LevelActionPoint_Sector_m08_m04_712_Action_Common_AvoidRain,-7954.43,540.66,-3414.43
actionpointinfo,0x71C0,LevelActionPoint_Sector_m08_m04_713_Action_Common_AvoidRain,-7940.95,540.64,-3409.60
actionpointinfo,0x71C1,LevelActionPoint_Sector_m08_m04_714_Action_Common_AvoidRain,-7950.74,540.58,-3400.26
actionpointinfo,0x71C2,LevelActionPoint_Sector_m08_m04_715_Action_Common_AvoidRain,-7933.57,534.13,-3387.66
actionpointinfo,0x71C3,LevelActionPoint_Sector_m08_m04_716_Action_Common_AvoidRain,-7886.82,536.45,-3394.88
actionpointinfo,0x71C4,LevelActionPoint_Sector_m08_m04_717_Action_Common_AvoidRain,-7886.57,536.45,-3393.85
actionpointinfo,0x7420,LevelActionPoint_Sector_m08_m04_718_Action_Common_AvoidRain,-7883.39,535.36,-3418.04
actionpointinfo,0x7421,LevelActionPoint_Sector_m08_m04_719_Action_Common_AvoidRain,-7880.29,535.36,-3419.48
actionpointinfo,0x7422,LevelActionPoint_Sector_m08_m04_720_Action_Common_AvoidRain,-7870.63,535.44,-3421.17
actionpointinfo,0x7423,LevelActionPoint_Sector_m08_m04_721_Action_Common_AvoidRain,-7830.02,537.82,-3475.47
actionpointinfo,0x7424,LevelActionPoint_Sector_m08_m04_722_Action_Common_AvoidRain,-7868.59,546.53,-3446.78
actionpointinfo,0x7425,LevelActionPoint_Sector_m08_m04_723_Action_Common_AvoidRain,-7844.11,535.47,-3425.91
actionpointinfo,0x7426,LevelActionPoint_Sector_m08_m04_724_Action_Common_AvoidRain,-7884.69,521.25,-3153.75
actionpointinfo,0x7427,LevelActionPoint_Sector_m08_m04_725_Action_Common_AvoidRain,-7886.87,521.44,-3153.40
actionpointinfo,0x7428,LevelActionPoint_Sector_m08_m04_726_Action_Common_AvoidRain,-7948.26,526.14,-3180.59
actionpointinfo,0x7429,LevelActionPoint_Sector_m08_m04_727_Action_Common_AvoidRain,-7953.46,528.85,-3303.11
actionpointinfo,0x742A,LevelActionPoint_Sector_m08_m04_728_Action_Common_AvoidRain,-7954.53,528.85,-3302.74
actionpointinfo,0x742B,LevelActionPoint_Sector_m08_m04_729_Action_Common_AvoidRain,-7900.89,544.32,-3430.64
actionpointinfo,0x742C,LevelActionPoint_Sector_m08_m04_730_Action_Common_AvoidRain,-7900.56,544.32,-3431.86
actionpointinfo,0x742D,LevelActionPoint_Sector_m08_m04_731_Action_Common_AvoidRain,-7900.90,544.32,-3432.82
actionpointinfo,0x7AF4,LevelActionPoint_Sector_m08_m04_732_Action_Common_AvoidRain,-8188.65,505.84,-3654.28
actionpointinfo,0x7AF5,LevelActionPoint_Sector_m08_m04_733_Action_Common_AvoidRain,-8187.98,505.83,-3655.19
actionpointinfo,0x7AF6,LevelActionPoint_Sector_m08_m04_734_Action_Common_AvoidRain,-8184.89,505.81,-3656.31
actionpointinfo,0x7AF7,LevelActionPoint_Sector_m08_m04_735_Action_Common_AvoidRain,-8185.85,505.77,-3656.91
actionpointinfo,0x7D07,LevelActionPoint_Sector_m08_m04_736_Action_Sit000,-7765.74,433.29,-3823.14
actionpointinfo,0x7D08,LevelActionPoint_Sector_m08_m04_737_Action_Sit000,-7765.33,433.27,-3824.16
actionpointinfo,0x7D09,LevelActionPoint_Sector_m08_m04_738_Action_Sit000,-7763.51,433.25,-3825.44
actionpointinfo,0x7D0A,LevelActionPoint_Sector_m08_m04_739_Action_Sit000,-7763.58,433.24,-3826.46
actionpointinfo,0x7D0B,LevelActionPoint_Sector_m08_m04_740_Action_Sit000,-7779.37,433.31,-3823.82
actionpointinfo,0x7D0C,LevelActionPoint_Sector_m08_m04_741_Action_Sit000,-7778.13,433.31,-3823.93
actionpointinfo,0x7D0D,LevelActionPoint_Sector_m08_m04_742_Action_Sit000,-7770.11,433.28,-3821.65
actionpointinfo,0x7D0E,LevelActionPoint_Sector_m08_m04_743_Action_Sit000,-7765.51,433.09,-3828.55
actionpointinfo,0x8861,LevelActionPoint_Sector_m08_m04_744_Action_Child_Sit000_Indoor,-7521.30,512.88,-3121.72
actionpointinfo,0x8862,LevelActionPoint_Sector_m08_m04_745_Action_Child_Sit045_Indoor,-7816.60,516.21,-3145.90
actionpointinfo,0x8863,LevelActionPoint_Sector_m08_m04_746_Action_Child_Sit000_Indoor,-7937.54,526.35,-3170.08
actionpointinfo,0x8864,LevelActionPoint_Sector_m08_m04_747_Action_Child_Sit045_Indoor,-7941.19,529.81,-3170.49
actionpointinfo,0x8865,LevelActionPoint_Sector_m08_m04_748_Action_Child_Sit000_Indoor,-8125.16,533.20,-3314.48
actionpointinfo,0x8866,LevelActionPoint_Sector_m08_m04_749_Action_Child_Sit045_Indoor,-7918.68,521.03,-3130.19
actionpointinfo,0x8867,LevelActionPoint_Sector_m08_m04_750_Action_Child_Sit000_Indoor,-7521.05,512.88,-3122.77
actionpointinfo,0x8868,LevelActionPoint_Sector_m08_m04_751_Action_Child_Sit045_Indoor,-8115.02,526.55,-3411.57
actionpointinfo,0x8869,LevelActionPoint_Sector_m08_m04_752_Action_NobleChild_Sit045_Indoor,-7799.29,543.25,-3389.22
actionpointinfo,0x886A,LevelActionPoint_Sector_m08_m04_753_Action_Child_Sit000_Indoor,-7547.81,513.27,-3132.14
actionpointinfo,0x886B,LevelActionPoint_Sector_m08_m04_754_Action_Child_Sit000_Indoor,-7694.03,517.99,-3290.50
actionpointinfo,0x886C,LevelActionPoint_Sector_m08_m04_755_Action_Child_Sit045_Indoor,-8121.80,530.57,-3408.29
actionpointinfo,0x886D,LevelActionPoint_Sector_m08_m04_756_Action_Child_Sit000_Indoor,-8024.40,530.48,-3290.77
actionpointinfo,0x886E,LevelActionPoint_Sector_m08_m04_757_Action_Child_Sit000_Indoor,-7535.84,512.93,-3130.28
actionpointinfo,0x886F,LevelActionPoint_Sector_m08_m04_758_Action_NobleChild_Sit045_Indoor,-7795.92,543.25,-3375.29
actionpointinfo,0x8870,LevelActionPoint_Sector_m08_m04_759_Action_Child_Sit000_Indoor,-8151.08,527.55,-3354.82
actionpointinfo,0x8871,LevelActionPoint_Sector_m08_m04_760_Action_Child_Sit000_Indoor,-7547.77,513.27,-3131.02
actionpointinfo,0x8872,LevelActionPoint_Sector_m08_m04_761_Action_Child_Sit045_Indoor,-8059.94,532.81,-3280.74
actionpointinfo,0x8873,LevelActionPoint_Sector_m08_m04_762_Action_Child_Sit045_Indoor,-8020.86,535.86,-3356.44
actionpointinfo,0x8874,LevelActionPoint_Sector_m08_m04_763_Action_NobleChild_Sit045_Indoor,-7974.82,537.54,-3386.90
actionpointinfo,0x8875,LevelActionPoint_Sector_m08_m04_764_Action_Child_Sit045_Indoor,-7534.26,512.91,-3128.11
actionpointinfo,0x8876,LevelActionPoint_Sector_m08_m04_765_Action_Child_Sit045_Indoor,-8090.36,532.61,-3295.29
actionpointinfo,0x8877,LevelActionPoint_Sector_m08_m04_766_Action_Child_Sit000_Indoor,-7683.53,516.69,-3308.80
actionpointinfo,0x8878,LevelActionPoint_Sector_m08_m04_767_Action_Child_Sit045_Indoor,-7819.68,516.21,-3143.61
actionpointinfo,0x8879,LevelActionPoint_Sector_m08_m04_768_Action_Child_Sit000_Indoor,-8144.34,526.14,-3333.35
actionpointinfo,0x887A,LevelActionPoint_Sector_m08_m04_769_Action_Child_Sit045_Indoor,-7922.66,521.07,-3128.88
actionpointinfo,0x887B,LevelActionPoint_Sector_m08_m04_770_Action_Child_Sit000_Indoor,-8151.10,527.55,-3355.78
actionpointinfo,0x887C,LevelActionPoint_Sector_m08_m04_771_Action_Child_Sit045_Indoor,-7922.28,521.07,-3127.36
actionpointinfo,0x887D,LevelActionPoint_Sector_m08_m04_772_Action_Child_Sit000_Indoor,-7834.35,516.60,-3143.14
actionpointinfo,0x887E,LevelActionPoint_Sector_m08_m04_773_Action_NobleChild_Sit045_Indoor,-7928.41,545.69,-3445.41
actionpointinfo,0x887F,LevelActionPoint_Sector_m08_m04_774_Action_Child_Sit045_Indoor,-7829.83,516.47,-3140.01
actionpointinfo,0x8880,LevelActionPoint_Sector_m08_m04_775_Action_Child_Sit045_Indoor,-7819.33,516.21,-3144.83
actionpointinfo,0x8881,LevelActionPoint_Sector_m08_m04_776_Action_Child_Sit045_Indoor,-7680.67,516.69,-3315.67
actionpointinfo,0x8882,LevelActionPoint_Sector_m08_m04_777_Action_Child_Sit000_Indoor,-7937.70,526.35,-3171.13
actionpointinfo,0x8883,LevelActionPoint_Sector_m08_m04_778_Action_Child_Sit045_Indoor,-7944.58,526.33,-3179.34
actionpointinfo,0x8884,LevelActionPoint_Sector_m08_m04_779_Action_Child_Sit000_Indoor,-8144.00,526.14,-3332.21
actionpointinfo,0x8885,LevelActionPoint_Sector_m08_m04_780_Action_Child_Sit045_Indoor,-8094.96,527.97,-3358.32
actionpointinfo,0x8886,LevelActionPoint_Sector_m08_m04_781_Action_Child_Sit045_Indoor,-7693.57,517.99,-3291.63
actionpointinfo,0x8887,LevelActionPoint_Sector_m08_m04_782_Action_Child_Sit045_Indoor,-7679.13,516.69,-3310.83
actionpointinfo,0x8888,LevelActionPoint_Sector_m08_m04_783_Action_Child_Sit000_Indoor,-8141.21,529.83,-3332.34
actionpointinfo,0x8889,LevelActionPoint_Sector_m08_m04_784_Action_Child_Sit000_Indoor,-8091.94,532.60,-3295.80
actionpointinfo,0x888A,LevelActionPoint_Sector_m08_m04_785_Action_Child_Sit045_Indoor,-7695.01,517.99,-3292.90
actionpointinfo,0x888B,LevelActionPoint_Sector_m08_m04_786_Action_Child_Sit000_Indoor,-8113.40,530.57,-3406.71
actionpointinfo,0x888C,LevelActionPoint_Sector_m08_m04_787_Action_NobleChild_Sit000_Indoor,-7810.01,543.25,-3383.47
actionpointinfo,0x888D,LevelActionPoint_Sector_m08_m04_788_Action_Child_Sit000_Indoor,-8054.10,532.68,-3278.72
actionpointinfo,0x888E,LevelActionPoint_Sector_m08_m04_789_Action_NobleChild_Sit000_Indoor,-7809.18,543.25,-3382.75
actionpointinfo,0x888F,LevelActionPoint_Sector_m08_m04_790_Action_NobleChild_Sit000_Indoor,-7808.42,543.25,-3381.99
actionpointinfo,0x8890,LevelActionPoint_Sector_m08_m04_791_Action_Child_Sit000_Indoor,-8031.77,535.26,-3335.82
actionpointinfo,0x8891,LevelActionPoint_Sector_m08_m04_792_Action_Child_Sit045_Indoor,-8021.91,532.97,-3314.00
actionpointinfo,0x8892,LevelActionPoint_Sector_m08_m04_793_Action_Child_Sit000_Indoor,-8030.75,535.26,-3335.84
actionpointinfo,0x8893,LevelActionPoint_Sector_m08_m04_794_Action_NobleChild_Sit045_Indoor,-7796.57,543.25,-3374.58
actionpointinfo,0x8894,LevelActionPoint_Sector_m08_m04_795_Action_Child_Sit045_Indoor,-8037.29,533.95,-3309.40
actionpointinfo,0x8895,LevelActionPoint_Sector_m08_m04_796_Action_Child_Sit000_Indoor,-8042.86,535.51,-3342.79
actionpointinfo,0x8896,LevelActionPoint_Sector_m08_m04_797_Action_NobleChild_Sit045_Indoor,-7802.34,543.25,-3372.76
actionpointinfo,0x8897,LevelActionPoint_Sector_m08_m04_798_Action_Child_Sit045_Indoor,-8112.70,526.57,-3407.81
actionpointinfo,0x8898,LevelActionPoint_Sector_m08_m04_799_Action_Child_Sit000_Indoor,-8107.91,528.42,-3294.39
actionpointinfo,0x8899,LevelActionPoint_Sector_m08_m04_800_Action_Child_Sit000_Indoor,-8140.50,529.83,-3333.59
actionpointinfo,0x889A,LevelActionPoint_Sector_m08_m04_801_Action_Child_Sit000_Indoor,-8132.61,527.46,-3318.24
actionpointinfo,0x889B,LevelActionPoint_Sector_m08_m04_802_Action_Child_Sit045_Indoor,-7918.74,541.30,-3426.35
actionpointinfo,0x889C,LevelActionPoint_Sector_m08_m04_803_Action_Child_Sit000_Indoor,-8132.92,527.46,-3319.53
actionpointinfo,0x889D,LevelActionPoint_Sector_m08_m04_804_Action_Child_Sit000_Indoor,-8120.53,533.09,-3328.58
actionpointinfo,0x889E,LevelActionPoint_Sector_m08_m04_805_Action_Child_Sit000_Indoor,-8011.87,535.86,-3354.74
actionpointinfo,0x889F,LevelActionPoint_Sector_m08_m04_806_Action_NobleChild_Sit045_Indoor,-7928.15,543.23,-3453.56
actionpointinfo,0x88A0,LevelActionPoint_Sector_m08_m04_807_Action_Child_Sit000_Indoor,-8124.05,533.20,-3313.42
actionpointinfo,0x88A1,LevelActionPoint_Sector_m08_m04_808_Action_Child_Sit000_Indoor,-8075.64,532.78,-3305.61
actionpointinfo,0x88A2,LevelActionPoint_Sector_m08_m04_809_Action_Child_Sit000_Indoor,-8025.83,536.64,-3370.60
actionpointinfo,0x88A3,LevelActionPoint_Sector_m08_m04_810_Action_Child_Sit000_Indoor,-8128.25,533.20,-3316.64
actionpointinfo,0x88A4,LevelActionPoint_Sector_m08_m04_811_Action_Child_Sit000_Indoor,-8129.07,533.20,-3316.02
actionpointinfo,0x88A5,LevelActionPoint_Sector_m08_m04_812_Action_Child_Sit000_Indoor,-8108.71,528.42,-3293.82
actionpointinfo,0x88A6,LevelActionPoint_Sector_m08_m04_813_Action_Child_Sit000_Indoor,-8061.20,532.81,-3275.69
actionpointinfo,0x88A7,LevelActionPoint_Sector_m08_m04_814_Action_Child_Sit045_Indoor,-8057.07,528.95,-3276.37
actionpointinfo,0x88A8,LevelActionPoint_Sector_m08_m04_815_Action_Child_Sit000_Indoor,-8054.45,532.67,-3277.68
actionpointinfo,0x88A9,LevelActionPoint_Sector_m08_m04_816_Action_Child_Sit000_Indoor,-8116.54,530.73,-3342.31
actionpointinfo,0x88AA,LevelActionPoint_Sector_m08_m04_817_Action_Child_Sit000_Indoor,-8026.48,530.48,-3290.90
actionpointinfo,0x88AB,LevelActionPoint_Sector_m08_m04_818_Action_Child_Sit045_Indoor,-8019.69,532.97,-3314.17
actionpointinfo,0x88AC,LevelActionPoint_Sector_m08_m04_819_Action_Child_Sit045_Indoor,-8021.85,532.97,-3315.34
actionpointinfo,0x88AD,LevelActionPoint_Sector_m08_m04_820_Action_Child_Sit045_Indoor,-8120.67,530.57,-3410.44
actionpointinfo,0x88AE,LevelActionPoint_Sector_m08_m04_821_Action_Child_Sit045_Indoor,-8019.60,533.01,-3315.21
actionpointinfo,0x89D1,LevelActionPoint_Sector_m08_m04_822_Action_Child_Sit000_Indoor,-7879.57,536.00,-3324.09
actionpointinfo,0x88B0,LevelActionPoint_Sector_m08_m04_823_Action_Child_Sit000_Indoor,-8041.33,529.23,-3292.21
actionpointinfo,0x88B1,LevelActionPoint_Sector_m08_m04_824_Action_Child_Sit000_Indoor,-8036.34,535.66,-3317.37
actionpointinfo,0x88B2,LevelActionPoint_Sector_m08_m04_825_Action_NobleChild_Sit000_Indoor,-7930.46,545.01,-3406.79
actionpointinfo,0x88B3,LevelActionPoint_Sector_m08_m04_826_Action_Child_Sit000_Indoor,-8063.18,532.64,-3307.40
actionpointinfo,0x88B4,LevelActionPoint_Sector_m08_m04_827_Action_Child_Sit000_Indoor,-8117.74,530.73,-3341.89
actionpointinfo,0x88B5,LevelActionPoint_Sector_m08_m04_828_Action_Child_Sit000_Indoor,-8120.74,525.70,-3373.24
actionpointinfo,0x88B6,LevelActionPoint_Sector_m08_m04_829_Action_Child_Sit000_Indoor,-8112.39,529.86,-3363.69
actionpointinfo,0x88B7,LevelActionPoint_Sector_m08_m04_830_Action_Child_Sit045_Indoor,-8095.34,527.97,-3357.43
actionpointinfo,0x88B8,LevelActionPoint_Sector_m08_m04_831_Action_Child_Sit000_Indoor,-8012.34,535.86,-3356.49
actionpointinfo,0x88B9,LevelActionPoint_Sector_m08_m04_832_Action_Child_Sit045_Indoor,-8117.02,526.57,-3413.16
actionpointinfo,0x88BA,LevelActionPoint_Sector_m08_m04_833_Action_Child_Sit045_Indoor,-8124.53,530.57,-3406.16
actionpointinfo,0x88BB,LevelActionPoint_Sector_m08_m04_834_Action_Child_Sit000_Indoor,-8117.76,530.57,-3407.98
actionpointinfo,0x88BC,LevelActionPoint_Sector_m08_m04_835_Action_Child_Sit045_Indoor,-8089.46,528.01,-3377.44
actionpointinfo,0x88BD,LevelActionPoint_Sector_m08_m04_836_Action_Child_Sit045_Indoor,-8085.74,531.73,-3378.32
actionpointinfo,0x88BE,LevelActionPoint_Sector_m08_m04_837_Action_Child_Sit000_Indoor,-8021.72,536.64,-3368.46
actionpointinfo,0x88BF,LevelActionPoint_Sector_m08_m04_838_Action_NobleChild_Sit000_Indoor,-7979.32,541.27,-3390.02
actionpointinfo,0x88C0,LevelActionPoint_Sector_m08_m04_839_Action_Child_Sit000_Indoor,-7932.94,537.63,-3376.50
actionpointinfo,0x88C1,LevelActionPoint_Sector_m08_m04_840_Action_NobleChild_Sit045_Indoor,-7949.23,545.54,-3454.84
actionpointinfo,0x88C2,LevelActionPoint_Sector_m08_m04_841_Action_Child_Sit045_Indoor,-7935.23,538.10,-3386.21
actionpointinfo,0x88C3,LevelActionPoint_Sector_m08_m04_842_Action_Child_Sit045_Indoor,-7934.61,538.10,-3384.48
actionpointinfo,0x88C4,LevelActionPoint_Sector_m08_m04_843_Action_NobleChild_Sit045_Indoor,-7934.67,544.97,-3412.02
actionpointinfo,0x88C5,LevelActionPoint_Sector_m08_m04_844_Action_NobleChild_Sit045_Indoor,-7923.66,545.07,-3427.55
actionpointinfo,0x88C6,LevelActionPoint_Sector_m08_m04_845_Action_NobleChild_Sit045_Indoor,-7925.61,545.02,-3424.87
actionpointinfo,0x8A2F,LevelActionPoint_Sector_m08_m04_846_Action_Sit000,-7743.88,506.55,-3120.83
actionpointinfo,0x8A30,LevelActionPoint_Sector_m08_m04_847_Action_Sit000,-7706.56,508.29,-3106.65
actionpointinfo,0x8A31,LevelActionPoint_Sector_m08_m04_848_Action_Sit000,-7745.63,506.50,-3116.15
actionpointinfo,0x8A32,LevelActionPoint_Sector_m08_m04_849_Action_Sit000,-7708.10,508.37,-3106.05
actionpointinfo,0x8A33,LevelActionPoint_Sector_m08_m04_850_Action_Sit000,-7745.85,506.56,-3120.52
actionpointinfo,0x8A34,LevelActionPoint_Sector_m08_m04_851_Action_Sit000,-7756.38,505.20,-3076.59
actionpointinfo,0x8A35,LevelActionPoint_Sector_m08_m04_852_Action_Sit000,-7710.60,510.10,-3117.27
actionpointinfo,0x8A36,LevelActionPoint_Sector_m08_m04_853_Action_Sit000,-7725.09,506.58,-3117.07
actionpointinfo,0x8A37,LevelActionPoint_Sector_m08_m04_854_Action_Sit000,-7709.87,508.55,-3105.96
actionpointinfo,0x8A38,LevelActionPoint_Sector_m08_m04_855_Action_Sit000,-7710.07,506.53,-3091.83
actionpointinfo,0x8D84,LevelActionPoint_Sector_m08_m04_856_Action_Noble_Sit045,-7950.31,540.71,-3405.34
actionpointinfo,0x5EC9,LevelActionPoint_Sector_m08_m04_857_Action_Noble_Stand,-8160.19,440.49,-3947.92
actionpointinfo,0x8BB1,LevelActionPoint_Sector_m08_m04_858_Action_Noble_Sit045,-7951.33,548.57,-3402.82
actionpointinfo,0x8BB2,LevelActionPoint_Sector_m08_m04_859_Action_Noble_Sit045,-7940.87,544.85,-3407.73
actionpointinfo,0x8BB3,LevelActionPoint_Sector_m08_m04_860_Action_Noble_Sit045,-7950.02,548.57,-3403.44
actionpointinfo,0x8BB4,LevelActionPoint_Sector_m08_m04_861_Action_Noble_Sit045,-7951.70,540.71,-3404.60
actionpointinfo,0x8BB5,LevelActionPoint_Sector_m08_m04_862_Action_Noble_Sit045,-7950.41,540.71,-3404.16
actionpointinfo,0x8BB6,LevelActionPoint_Sector_m08_m04_863_Action_Noble_Sit045,-7944.41,544.85,-3405.52
actionpointinfo,0x8BB7,LevelActionPoint_Sector_m08_m04_864_Action_Noble_Sit045,-7945.20,548.57,-3404.62
actionpointinfo,0x5ECE,LevelActionPoint_Sector_m08_m04_865_Action_Noble_Stand,-8038.95,426.87,-3943.58
actionpointinfo,0x8BB9,LevelActionPoint_Sector_m08_m04_866_Action_Noble_Sit045,-7945.64,548.57,-3402.88
actionpointinfo,0x8BBA,LevelActionPoint_Sector_m08_m04_867_Action_Noble_Sit045,-7946.50,548.57,-3403.82
actionpointinfo,0x5ED4,LevelActionPoint_Sector_m08_m04_868_Action_Noble_Stand,-8123.24,427.09,-4002.02
actionpointinfo,0x8BBC,LevelActionPoint_Sector_m08_m04_869_Action_Noble_Sit045,-7943.66,544.85,-3410.01
actionpointinfo,0x8BBD,LevelActionPoint_Sector_m08_m04_870_Action_Noble_Sit045,-7944.59,548.57,-3403.57
actionpointinfo,0x8BBE,LevelActionPoint_Sector_m08_m04_871_Action_Noble_Sit045,-7942.64,544.85,-3410.08
actionpointinfo,0x5EE3,LevelActionPoint_Sector_m08_m04_872_Action_Noble_Stand,-8152.19,440.42,-3947.53
actionpointinfo,0x5EEC,LevelActionPoint_Sector_m08_m04_873_Action_Noble_Stand,-8154.94,442.28,-3913.71
actionpointinfo,0x5EFB,LevelActionPoint_Sector_m08_m04_874_Action_Noble_Stand,-8136.39,440.46,-3962.25
actionpointinfo,0x5F04,LevelActionPoint_Sector_m08_m04_875_Action_Noble_Stand,-8126.15,427.19,-4001.53
actionpointinfo,0x7F35,LevelActionPoint_Sector_m08_m04_876_Action_Noble_Stand,-8108.24,426.70,-3996.15
actionpointinfo,0x7F36,LevelActionPoint_Sector_m08_m04_877_Action_Noble_Stand,-8153.32,440.48,-3947.01
actionpointinfo,0x8BC5,LevelActionPoint_Sector_m08_m04_878_Action_Noble_Sit045,-7942.23,544.85,-3411.04
actionpointinfo,0x8C2B,LevelActionPoint_Sector_m08_m04_879_Action_Noble_Stand,-8162.09,440.41,-3949.02
actionpointinfo,0x8BC7,LevelActionPoint_Sector_m08_m04_880_Action_Noble_Sit045,-7951.11,544.85,-3399.19
actionpointinfo,0x8BC8,LevelActionPoint_Sector_m08_m04_881_Action_Noble_Sit045,-7940.59,548.59,-3403.88
actionpointinfo,0x8BC9,LevelActionPoint_Sector_m08_m04_882_Action_Noble_Sit045,-7940.98,548.57,-3405.14
actionpointinfo,0x8BCA,LevelActionPoint_Sector_m08_m04_883_Action_Noble_Sit045,-7945.42,544.85,-3405.34
actionpointinfo,0x8BCB,LevelActionPoint_Sector_m08_m04_884_Action_Noble_Sit045,-7945.61,544.85,-3401.04
actionpointinfo,0x8BCC,LevelActionPoint_Sector_m08_m04_885_Action_Noble_Sit045,-7939.00,544.85,-3402.55
actionpointinfo,0x8BCD,LevelActionPoint_Sector_m08_m04_886_Action_Noble_Sit045,-7944.13,544.85,-3404.20
actionpointinfo,0x8C2E,LevelActionPoint_Sector_m08_m04_887_Action_Noble_Stand,-8089.72,426.80,-3985.35
actionpointinfo,0x8BCF,LevelActionPoint_Sector_m08_m04_888_Action_Noble_Sit045,-7944.28,544.85,-3401.75
actionpointinfo,0x8C2F,LevelActionPoint_Sector_m08_m04_889_Action_Noble_Stand,-8038.44,426.67,-3965.54
actionpointinfo,0x89D2,LevelActionPoint_Sector_m08_m04_890_Action_Noble_Sit045,-7939.81,544.86,-3406.76
actionpointinfo,0x89D6,LevelActionPoint_Sector_m08_m04_891_Action_Noble_Sit045,-7940.25,544.85,-3402.95
actionpointinfo,0x8BD3,LevelActionPoint_Sector_m08_m04_892_Action_Noble_Sit045,-7938.58,544.85,-3403.66
actionpointinfo,0x8BD4,LevelActionPoint_Sector_m08_m04_893_Action_Noble_Sit045,-7939.67,544.85,-3404.19
actionpointinfo,0x89D7,LevelActionPoint_Sector_m08_m04_894_Action_Sit000,-7710.32,509.70,-3114.98
actionpointinfo,0x89D9,LevelActionPoint_Sector_m08_m04_895_Action_Sit000,-7710.71,506.35,-3090.27
actionpointinfo,0x8F9F,LevelActionPoint_Sector_m08_m04_896_Action_Noble_Stand,-8098.57,451.65,-3839.25
actionpointinfo,0x8FA0,LevelActionPoint_Sector_m08_m04_897_Action_Noble_Stand,-8110.96,451.00,-3867.34
actionpointinfo,0x8D88,LevelActionPoint_Sector_m08_m04_898_Action_Noble_Stand,-8104.99,451.65,-3847.99
actionpointinfo,0x8D89,LevelActionPoint_Sector_m08_m04_899_Action_Noble_Stand,-8113.16,451.29,-3867.85
actionpointinfo,0x8FA2,LevelActionPoint_Sector_m08_m04_900_Action_Noble_Sit045,-7785.87,432.81,-3832.78
actionpointinfo,0x8D8B,LevelActionPoint_Sector_m08_m04_901_Action_Noble_Stand,-7844.55,428.74,-3871.87
actionpointinfo,0x8FA3,LevelActionPoint_Sector_m08_m04_902_Action_Noble_Stand,-8044.97,432.24,-3938.64
actionpointinfo,0x8D8D,LevelActionPoint_Sector_m08_m04_903_Action_Noble_Stand,-8045.58,432.28,-3939.53
actionpointinfo,0x8D8E,LevelActionPoint_Sector_m08_m04_904_Action_Noble_Stand,-8104.33,451.52,-3849.14
actionpointinfo,0x8D8F,LevelActionPoint_Sector_m08_m04_905_Action_Noble_Stand,-7852.62,429.15,-3866.63
actionpointinfo,0x8D90,LevelActionPoint_Sector_m08_m04_906_Action_Noble_Stand,-8065.62,451.22,-3824.58
actionpointinfo,0x8D91,LevelActionPoint_Sector_m08_m04_907_Action_Noble_Stand,-8000.62,420.69,-3941.33
actionpointinfo,0x8D92,LevelActionPoint_Sector_m08_m04_908_Action_Noble_Stand,-7980.80,450.79,-3790.27
actionpointinfo,0x8D93,LevelActionPoint_Sector_m08_m04_909_Action_Noble_Stand,-7975.13,450.95,-3784.66
actionpointinfo,0x8D94,LevelActionPoint_Sector_m08_m04_910_Action_Noble_Stand,-7909.62,450.33,-3811.39
actionpointinfo,0x8D95,LevelActionPoint_Sector_m08_m04_911_Action_Noble_Stand,-8096.76,451.91,-3838.59
actionpointinfo,0x8D96,LevelActionPoint_Sector_m08_m04_912_Action_Noble_Stand,-8055.61,426.71,-3959.10
